2263;;
2216;;
2356;;
2325;;
2575;;
2779;;
3075;;
2700;;
3013;;
3153;;
2169;;
3122;;
3387;;
2279;;
2169;;
2106;;
2325;;
2310;;
2231;;
2294;;
3028;;
3012;;
2200;;
3278;;
3138;;
3029;;
2168;;
3154;;
2278;;
2387;;
2388;;
2075;;
2997;;
3247;;
3122;;
2325;;
3059;;
3262;;
3341;;
3137;;
2153;;
3356;;
3013;;
3340;;
2294;;
3059;;
3294;;
3043;;
2372;;
2997;;
3216;;
2404;;
2325;;
2372;;
3278;;
2075;;
2231;;
3090;;
2310;;
2262;;
2247;;
3075;;
2341;;
3169;;
3059;;
3263;;
3294;;
2185;;
2107;;
3153;;
2310;;
3168;;
2090;;
2371;;
2294;;
3138;;
3200;;
3356;;
2137;;
2216;;
3371;;
3028;;
2216;;
2200;;
2153;;
3185;;
3200;;
3200;;
2340;;
3044;;
3091;;
2310;;
3091;;
2341;;
2356;;
3325;;
3075;;
3185;;
3138;;
3091;;
3247;;
3075;;
2278;;
2418;;
3106;;
2169;;
2231;;
2997;;
3013;;
3107;;
2231;;
3169;;
2466;;
3013;;
3059;;
2216;;
2138;;
2246;;
3294;;
2293;;
3309;;
2559;;
3467;;
3185;;
2216;;
3028;;
3029;;
2169;;
2200;;
2388;;
2200;;
3044;;
3012;;
2200;;
3154;;
3121;;
3217;;
2168;;
2247;;
2294;;
2294;;
2216;;
2231;;
2185;;
2231;;
2497;;
2340;;
2310;;
2357;;
3169;;
2138;;
3028;;
3168;;
3185;;
2325;;
2247;;
2372;;
3028;;
3044;;
3029;;
2216;;
2216;;
3075;;
2153;;
3169;;
2185;;
2153;;
2106;;
3387;;
3215;;
3278;;
3263;;
2966;;
2217;;
2263;;
2278;;
3215;;
3091;;
2200;;
2388;;
2356;;
2169;;
2309;;
3075;;
2341;;
2090;;
3122;;
2184;;
2106;;
2185;;
2204;;
2294;;
3262;;
3044;;
3013;;
2216;;
2216;;
2185;;
2293;;
3091;;
2200;;
3184;;
3106;;
3106;;
3153;;
2247;;
3372;;
2263;;
2435;;
3279;;
2185;;
2200;;
2294;;
3075;;
2153;;
2216;;
3044;;
2247;;
2309;;
3106;;
3341;;
3184;;
2435;;
2997;;
3090;;
3200;;
3215;;
2232;;
2466;;
2215;;
3076;;
2169;;
3184;;
3091;;
3044;;
2185;;
3184;;
2091;;
3232;;
3263;;
3325;;
2372;;
3216;;
3122;;
3215;;
3091;;
3622;;
3498;;
3419;;
2496;;
3466;;
3200;;
3200;;
3216;;
3059;;
2310;;
3012;;
3169;;
2263;;
3153;;
2216;;
2341;;
3294;;
3388;;
3200;;
2247;;
2310;;
3091;;
3044;;
2231;;
2137;;
3279;;
2450;;
3060;;
2466;;
2293;;
2372;;
2153;;
2341;;
2465;;
3247;;
3059;;
3044;;
3122;;
2122;;
2247;;
3106;;
3185;;
3137;;
2184;;
2341;;
3153;;
3216;;
2168;;
3262;;
3200;;
2200;;
2356;;
3075;;
3215;;
3013;;
2153;;
3060;;
2153;;
3231;;
2278;;
2372;;
3138;;
2106;;
2981;;
2387;;
2200;;
3153;;
2184;;
3231;;
2966;;
3107;;
2137;;
3075;;
3059;;
2106;;
3106;;
3309;;
2278;;
2309;;
3122;;
3138;;
2153;;
3012;;
2262;;
2169;;
2153;;
3028;;
3044;;
3263;;
2231;;
2153;;
2950;;
2356;;
2231;;
2075;;
2293;;
2091;;
2232;;
3091;;
2216;;
2075;;
3043;;
2325;;
2309;;
3216;;
2138;;
3200;;
2169;;
3029;;
2325;;
2357;;
3247;;
3075;;
3044;;
2544;;
2310;;
2403;;
3106;;
3122;;
3090;;
2122;;
2153;;
2185;;
2215;;
3012;;
3216;;
3029;;
2278;;
2169;;
3216;;
3231;;
2106;;
2200;;
3044;;
2200;;
2325;;
2153;;
2231;;
3013;;
2231;;
3028;;
2216;;
2184;;
2325;;
2325;;
3184;;
3043;;
3357;;
3294;;
2153;;
3028;;
2325;;
2215;;
2153;;
3106;;
3060;;
2184;;
3184;;
3075;;
2106;;
2090;;
3216;;
2231;;
3091;;
2122;;
2169;;
2528;;
2215;;
3216;;
2435;;
3340;;
3325;;
2403;;
2122;;
2497;;
2153;;
2325;;
3091;;
3216;;
2356;;
3106;;
3059;;
2310;;
2278;;
3169;;
3169;;
3169;;
3060;;
3090;;
2184;;
3263;;
2325;;
2200;;
2216;;
2246;;
3215;;
3231;;
3043;;
3247;;
3170;;
3185;;
3075;;
3060;;
2137;;
3278;;
2200;;
2091;;
3090;;
3247;;
2247;;
3090;;
2200;;
3185;;
2263;;
2201;;
2450;;
3185;;
3231;;
3216;;
3028;;
2137;;
3059;;
2200;;
3075;;
2372;;
3044;;
2200;;
2325;;
2247;;
2169;;
3075;;
3169;;
2169;;
3059;;
2418;;
3153;;
2122;;
3090;;
2168;;
3122;;
3122;;
2372;;
2278;;
2497;;
3043;;
2294;;
3294;;
2185;;
3137;;
3154;;
2997;;
2122;;
2247;;
2137;;
3185;;
3122;;
3075;;
3029;;
2153;;
2153;;
3278;;
2246;;
3012;;
2278;;
2341;;
2903;;
2247;;
2450;;
3200;;
2403;;
3169;;
2278;;
3044;;
3153;;
3247;;
2216;;
2185;;
3216;;
3090;;
2215;;
3107;;
3028;;
2153;;
2388;;
2278;;
2060;;
3122;;
2966;;
2153;;
3169;;
2184;;
3106;;
2122;;
2232;;
2138;;
3028;;
3106;;
2169;;
3075;;
2247;;
3185;;
3060;;
3012;;
2966;;
2231;;
2465;;
3169;;
2356;;
2169;;
3044;;
3231;;
2403;;
3200;;
2169;;
3138;;
3215;;
2372;;
2371;;
3106;;
3153;;
2091;;
2169;;
2215;;
3045;;
2200;;
3044;;
3028;;
3122;;
2200;;
2044;;
2231;;
3153;;
3216;;
3153;;
2247;;
2403;;
2184;;
2246;;
3106;;
2200;;
2215;;
2404;;
2356;;
3122;;
2309;;
3028;;
3028;;
3044;;
2137;;
3216;;
3232;;
3544;;
3340;;
2657;;
2356;;
2647;;
3278;;
3184;;
3121;;
2185;;
2278;;
2403;;
2216;;
3044;;
2184;;
2231;;
2215;;
3137;;
2231;;
3126;;
2357;;
3137;;
2154;;
3075;;
2262;;
3013;;
3090;;
2106;;
2247;;
2309;;
3154;;
2216;;
2263;;
3091;;
2247;;
2309;;
3184;;
2168;;
2466;;
2200;;
2169;;
3061;;
3216;;
2168;;
2168;;
3106;;
2340;;
2107;;
3075;;
3184;;
3075;;
2231;;
2185;;
2137;;
2434;;
3200;;
3153;;
3075;;
3168;;
3215;;
2325;;
3028;;
3106;;
2184;;
2247;;
3169;;
3106;;
2231;;
2325;;
3215;;
2231;;
2153;;
2153;;
2200;;
2200;;
2200;;
2185;;
3060;;
3060;;
2997;;
3153;;
3153;;
3263;;
2184;;
3153;;
3215;;
2982;;
2169;;
3075;;
2138;;
2184;;
3278;;
3216;;
3060;;
2184;;
3169;;
2122;;
3294;;
2169;;
3106;;
3091;;
3012;;
3246;;
2138;;
2215;;
3107;;
2341;;
3075;;
3029;;
3028;;
