1703;;
1828;;
1765;;
1672;;
1578;;
1609;;1585,104208
1578;;112,0053703
1625;;12% in più
1719;;
1687;;
1688;;
1593;;
1609;;
1688;;
1625;;
1578;;
1422;;
1547;;
1609;;
1469;;
1531;;
1516;;
1594;;
1750;;
1531;;
1438;;
1859;;
1547;;
1500;;
1563;;
1797;;
1516;;
1734;;
1703;;
1437;;
1484;;
1672;;
1657;;
1438;;
1641;;
1625;;
1734;;
1578;;
1563;;
1671;;
1562;;
1610;;
1578;;
1641;;
1750;;
1610;;
1515;;
1735;;
1625;;
1719;;
1640;;
1594;;
1953;;
1500;;
1453;;
1532;;
1641;;
1578;;
1641;;
1469;;
1781;;
1656;;
1617;;
1515;;
1610;;
1844;;
1719;;
1562;;
1515;;
1562;;
1922;;
1641;;
1343;;
1594;;
1391;;
1453;;
1500;;
1594;;
1562;;
1454;;
1594;;
1719;;
1547;;
1609;;
1672;;
1750;;
1578;;
1547;;
1609;;
1750;;
1640;;
1515;;
1500;;
1625;;
1516;;
1688;;
1594;;
1578;;
1453;;
1797;;
1640;;
1484;;
1672;;
1562;;
1563;;
1391;;
1578;;
1720;;
1671;;
1829;;
1437;;
1469;;
1625;;
1578;;
1640;;
1453;;
1515;;
1563;;
1703;;
1468;;
1500;;
1485;;
1547;;
1438;;
1766;;
1703;;
1485;;
1688;;
1516;;
1500;;
1453;;
1469;;
1563;;
1469;;
1609;;
1485;;
1594;;
1516;;
1531;;
1516;;
1640;;
1578;;
1625;;
1625;;
1750;;
1516;;
1454;;
1531;;
1657;;
1516;;
1609;;
1687;;
1546;;
1469;;
1547;;
1469;;
1453;;
1641;;
1531;;
1500;;
1454;;
1547;;
1500;;
1641;;
1610;;
1516;;
1578;;
1578;;
1578;;
1766;;
1485;;
1578;;
1531;;
1797;;
1579;;
1531;;
1489;;
1531;;
1750;;
1500;;
1546;;
1625;;
1578;;
1750;;
1562;;
1515;;
1578;;
1562;;
1563;;
1438;;
1641;;
1547;;
1516;;
1578;;
1469;;
1406;;
1703;;
1500;;
1578;;
1547;;
1469;;
1453;;
1390;;
1806;;
1547;;
1687;;
1422;;
1594;;
1500;;
1625;;
1515;;
1547;;
1625;;
1546;;
1578;;
1750;;
1563;;
1625;;
1594;;
1453;;
1610;;
1593;;
1687;;
1485;;
1547;;
1563;;
1547;;
1765;;
1859;;
1344;;
1531;;
1469;;
1735;;
1672;;
1594;;
1469;;
1578;;
1390;;
1750;;
1453;;
1546;;
1438;;
1453;;
1562;;
1609;;
1703;;
1984;;
1797;;
1656;;
1422;;
1625;;
1672;;
1531;;
1593;;
1688;;
1781;;
1469;;
1500;;
1594;;
1516;;
1609;;
1625;;
1563;;
1547;;
1469;;
1484;;
1500;;
1468;;
1516;;
1547;;
1484;;
1625;;
1516;;
1468;;
1656;;
1844;;
1531;;
1562;;
1719;;
1703;;
1610;;
1563;;
1812;;
1640;;
1485;;
1500;;
1672;;
1579;;
1437;;
1656;;
1500;;
1453;;
1578;;
1563;;
1547;;
1406;;
1516;;
1859;;
1688;;
1672;;
1484;;
1485;;
1641;;
1703;;
1860;;
1515;;
