2918;;Media (ms);Esecuzioni completate (su 1000)
2293;;3020,56;1000
2497;;21,2% in più;
4013;;;
2481;;;
2685;;;
2544;;;
4262;;;
2528;;;
3169;;;
3216;;;
2638;;;
3200;;;
3528;;;
3325;;;
2763;;;
2669;;;
3168;;;
2372;;;
2372;;;
2325;;;
3200;;;
3154;;;
3622;;;
3591;;;
3138;;;
3887;;;
2513;;;
2419;;;
3247;;;
2700;;;
2278;;;
2388;;;
3810;;;
3684;;;
2591;;;
2481;;;
3872;;;
3029;;;
3060;;;
2841;;;
3013;;;
3044;;;
3325;;;
3153;;;
3434;;;
3200;;;
3231;;;
4279;;;
2294;;;
3247;;;
2684;;;
3700;;;
3606;;;
3122;;;
3716;;;
2809;;;
3122;;;
3810;;;
2325;;;
2669;;;
2824;;;
2090;;;
2481;;;
3465;;;
2185;;;
2106;;;
2731;;;
3575;;;
3716;;;
3185;;;
2278;;;
3575;;;
3435;;;
2825;;;
2496;;;
4263;;;
2247;;;
2668;;;
3590;;;
1981;;;
3044;;;
3731;;;
3513;;;
2559;;;
3200;;;
2294;;;
2497;;;
3232;;;
3809;;;
2825;;;
2575;;;
4168;;;
2700;;;
2669;;;
2935;;;
3590;;;
3403;;;
4137;;;
2872;;;
4013;;;
2841;;;
2247;;;
3575;;;
2388;;;
2591;;;
2497;;;
3216;;;
3700;;;
2981;;;
2325;;;
3544;;;
2591;;;
2497;;;
2403;;;
3685;;;
3279;;;
4185;;;
3231;;;
3278;;;
2716;;;
3013;;;
3200;;;
3153;;;
2357;;;
3012;;;
3887;;;
3638;;;
3606;;;
2404;;;
3044;;;
2153;;;
2778;;;
3731;;;
3747;;;
2418;;;
2606;;;
3247;;;
2653;;;
3980;;;
2200;;;
2294;;;
3145;;;
3153;;;
3856;;;
3591;;;
2575;;;
2294;;;
2403;;;
2387;;;
3716;;;
2481;;;
2888;;;
3199;;;
3215;;;
2731;;;
2231;;;
3372;;;
3481;;;
2809;;;
3154;;;
2372;;;
2904;;;
3325;;;
2700;;;
2637;;;
4153;;;
2981;;;
2637;;;
2747;;;
3247;;;
3263;;;
4060;;;
3341;;;
2872;;;
3778;;;
2450;;;
3372;;;
3090;;;
2560;;;
3372;;;
2044;;;
2419;;;
2731;;;
2138;;;
3856;;;
3778;;;
3200;;;
2138;;;
3153;;;
2684;;;
2606;;;
2075;;;
2903;;;
3731;;;
1981;;;
3309;;;
2497;;;
3356;;;
3012;;;
2575;;;
2247;;;
3247;;;
2278;;;
3622;;;
3450;;;
3590;;;
2169;;;
3966;;;
3341;;;
2716;;;
3090;;;
3887;;;
3528;;;
2684;;;
3200;;;
3278;;;
3607;;;
3263;;;
3997;;;
2747;;;
2732;;;
2903;;;
5232;;;
3090;;;
2434;;;
2904;;;
3513;;;
2825;;;
3153;;;
2793;;;
3012;;;
2496;;;
3747;;;
2357;;;
4138;;;
2731;;;
3591;;;
2997;;;
3278;;;
3185;;;
2122;;;
2747;;;
2575;;;
2919;;;
3231;;;
2419;;;
3028;;;
3872;;;
3607;;;
2450;;;
3168;;;
3200;;;
3168;;;
3434;;;
3138;;;
3263;;;
2685;;;
3185;;;
2903;;;
2310;;;
2622;;;
2607;;;
3091;;;
3325;;;
3434;;;
2434;;;
3169;;;
3403;;;
3637;;;
2403;;;
2372;;;
3169;;;
2934;;;
4075;;;
3685;;;
3262;;;
3247;;;
3731;;;
3434;;;
2419;;;
3466;;;
4091;;;
2669;;;
3263;;;
2684;;;
3200;;;
2122;;;
3575;;;
2371;;;
3388;;;
3747;;;
3403;;;
3341;;;
2497;;;
3534;;;
3309;;;
3028;;;
2356;;;
2388;;;
3191;;;
3137;;;
2465;;;
3513;;;
2419;;;
2434;;;
3450;;;
2575;;;
2575;;;
3435;;;
3622;;;
2497;;;
2372;;;
3638;;;
3325;;;
3419;;;
2200;;;
3465;;;
3372;;;
2919;;;
2543;;;
3153;;;
3512;;;
2794;;;
3122;;;
3341;;;
3231;;;
3513;;;
3044;;;
2732;;;
2481;;;
3559;;;
3059;;;
4746;;;
3778;;;
3654;;;
3403;;;
3575;;;
3263;;;
2497;;;
2465;;;
2481;;;
3341;;;
3200;;;
2013;;;
4137;;;
2528;;;
2856;;;
3591;;;
3403;;;
2685;;;
4638;;;
3512;;;
3544;;;
2465;;;
3512;;;
2435;;;
2403;;;
3825;;;
3435;;;
3044;;;
3575;;;
3325;;;
3481;;;
2591;;;
3715;;;
3262;;;
2858;;;
2715;;;
2794;;;
2591;;;
3450;;;
4106;;;
3106;;;
3497;;;
3028;;;
3544;;;
2121;;;
3778;;;
3232;;;
2340;;;
2856;;;
3341;;;
3232;;;
2341;;;
2216;;;
2528;;;
3434;;;
3575;;;
3372;;;
3372;;;
2356;;;
3388;;;
3809;;;
3700;;;
2143;;;
2934;;;
2309;;;
3279;;;
2341;;;
2637;;;
3309;;;
2465;;;
3372;;;
2560;;;
2638;;;
2481;;;
2497;;;
2709;;;
2138;;;
2950;;;
3310;;;
2762;;;
2947;;;
3341;;;
2872;;;
2934;;;
2169;;;
3013;;;
3106;;;
2825;;;
3684;;;
3543;;;
4060;;;
3294;;;
2872;;;
2512;;;
2450;;;
3715;;;
2794;;;
3778;;;
3200;;;
2200;;;
3106;;;
2528;;;
3278;;;
2309;;;
2888;;;
3762;;;
2466;;;
1997;;;
2841;;;
2512;;;
2388;;;
2809;;;
2466;;;
2388;;;
2637;;;
4216;;;
2466;;;
2513;;;
3528;;;
2388;;;
2387;;;
3809;;;
2466;;;
2120;;;
3653;;;
2171;;;
3483;;;
2513;;;
3784;;;
2263;;;
2263;;;
4340;;;
2310;;;
3559;;;
3997;;;
2966;;;
2380;;;
3028;;;
2528;;;
3356;;;
2184;;;
3356;;;
3825;;;
2403;;;
2357;;;
2560;;;
4044;;;
2996;;;
2872;;;
3137;;;
3184;;;
3809;;;
2279;;;
3075;;;
2435;;;
2262;;;
2294;;;
3044;;;
2215;;;
3434;;;
2060;;;
2887;;;
2856;;;
2374;;;
3528;;;
3434;;;
4028;;;
3278;;;
2528;;;
2778;;;
3153;;;
2481;;;
2935;;;
3232;;;
3669;;;
2825;;;
2497;;;
3606;;;
2341;;;
2231;;;
3575;;;
3216;;;
3372;;;
3794;;;
3090;;;
2638;;;
3825;;;
2794;;;
2184;;;
3325;;;
3419;;;
3793;;;
2747;;;
2825;;;
3794;;;
3607;;;
3669;;;
2434;;;
2591;;;
2779;;;
3106;;;
3606;;;
3528;;;
3950;;;
2497;;;
3810;;;
2418;;;
3590;;;
3809;;;
3450;;;
3090;;;
3763;;;
2419;;;
3856;;;
3575;;;
3184;;;
3153;;;
2465;;;
2310;;;
3231;;;
3622;;;
2481;;;
3450;;;
2747;;;
2622;;;
2638;;;
2747;;;
2512;;;
3153;;;
2669;;;
2106;;;
3200;;;
2325;;;
3435;;;
3934;;;
2841;;;
2278;;;
2591;;;
3918;;;
3606;;;
4388;;;
2419;;;
2138;;;
2528;;;
2606;;;
3137;;;
3122;;;
2278;;;
2981;;;
2716;;;
2559;;;
3247;;;
3684;;;
2044;;;
4106;;;
3247;;;
3356;;;
3887;;;
2497;;;
3497;;;
3622;;;
2653;;;
2997;;;
3669;;;
3591;;;
2950;;;
2622;;;
3450;;;
3137;;;
3965;;;
2310;;;
3688;;;
2872;;;
3185;;;
3371;;;
3591;;;
2560;;;
3122;;;
2528;;;
2715;;;
2138;;;
2997;;;
3997;;;
3825;;;
3607;;;
3732;;;
3919;;;
3403;;;
3169;;;
3371;;;
3763;;;
2934;;;
3653;;;
3418;;;
3481;;;
3122;;;
3621;;;
3106;;;
3122;;;
3278;;;
3028;;;
2200;;;
2215;;;
3513;;;
2778;;;
3090;;;
3340;;;
2357;;;
2872;;;
3044;;;
3372;;;
2044;;;
3575;;;
3512;;;
2950;;;
2137;;;
1965;;;
3607;;;
2653;;;
2794;;;
3278;;;
2669;;;
3091;;;
2559;;;
